7.414823770523071,-0.2904751
51.90378505503759,-0.044425506
133.4669638229534,0.045976933
216.88396243099123,0.26711935
263.22678798111156,0.2044473
318.83822448411956,0.29104733
409.67034493549727,0.25831962
470.8430725587532,0.45477146
517.1860883310437,0.45678973
593.1887092390098,0.5380305
682.1675059846602,0.5855364
774.8538885964081,0.7911398
871.247873716522,0.8354083
937.9822590244003,0.9041447
984.3256245020311,1.0924938
1056.6213438375853,1.284278
1149.3082870114595,1.3795698
1241.9953689146787,1.2699718
1332.8288437942974,1.0427881
1403.2712221306283,0.8364244
1449.6149357529357,0.87381965
1562.6937426081859,0.6899562
1660.9427095470019,0.77948934
1707.2866160024423,0.9638374
1794.4132539122365,0.939247
1870.4174424151424,0.71682876
1916.7615055073984,0.7661786
1979.7894869777374,0.71820444
2072.4778114850633,0.6176955
2128.0908727357164,0.71818054
2174.4351285963785,0.6867147
2256.00110303564,0.40851364
2335.713409015443,0.3304953
2382.057820129441,0.54390347
2485.869426704012,0.55679166
2593.3887739351485,0.6382906
2639.7333776415326,0.726805
2717.5923899072222,0.37963134
2802.8666583867744,0.22268154
2849.2114187350962,0.31015632
2902.9713840764016,0.28364494
2995.6610889970325,0.4345235
3058.6901674801484,0.347316
3105.0351190266665,0.010965862
3181.0409144638106,0.034870874
3270.023427510634,0.26986456
3314.5147319063544,0.17265244
3409.0588597357273,0.27644634
3523.9950523104053,-0.06713071
3570.340351469349,-0.045462858
3640.7852725395933,-0.32859898
3698.2535568939056,-0.68172926
